日期,宠主ID,宠主姓名,宠物类型,服务项目,消费金额,医生,客户来源
2025-10-14,C01926,客户1926,狗,洗护,138,刘医生,老客户
2025-10-14,C03341,客户3341,猫,洗护,155,李医生,老客户
2025-10-14,C01646,客户1646,其他,绝育,566,王医生,老客户
2025-10-14,C02048,客户2048,猫,疫苗,92,刘医生,老客户
2025-10-14,C00776,客户776,狗,洗护,238,张医生,老客户
2025-10-14,C00964,客户964,猫,洗护,220,陈医生,老客户
2025-10-14,C02128,客户2128,猫,绝育,568,王医生,老客户
2025-10-14,C00773,客户773,猫,体检,318,张医生,老客户
2025-10-14,C00837,客户837,猫,洗护,194,刘医生,新客户
2025-10-14,C02280,客户2280,猫,绝育,420,刘医生,老客户
2025-10-14,C01016,客户1016,猫,疫苗,86,李医生,老客户
2025-10-14,C01436,客户1436,其他,体检,211,刘医生,老客户
2025-10-14,C02087,客户2087,其他,疫苗,119,李医生,老客户
2025-10-14,C00825,客户825,狗,绝育,529,王医生,老客户
2025-10-14,C02602,客户2602,其他,洗护,176,李医生,老客户
2025-10-14,C02097,客户2097,猫,体检,218,李医生,老客户
2025-10-14,C01917,客户1917,狗,体检,318,王医生,老客户
2025-10-14,C02354,客户2354,猫,疫苗,144,刘医生,老客户
2025-10-14,C02355,客户2355,猫,疫苗,87,刘医生,老客户
2025-10-14,C01445,客户1445,狗,看病,438,王医生,新客户
2025-10-14,C01013,客户1013,狗,疫苗,83,王医生,老客户
2025-10-14,C02057,客户2057,猫,洗护,145,李医生,老客户
2025-10-14,C01320,客户1320,狗,洗护,246,刘医生,老客户
2025-10-14,C02698,客户2698,猫,疫苗,143,王医生,老客户
2025-10-14,C02028,客户2028,猫,洗护,101,李医生,老客户
2025-10-14,C00851,客户851,狗,看病,379,李医生,新客户
2025-10-14,C00934,客户934,狗,疫苗,84,李医生,老客户
2025-10-14,C00932,客户932,猫,洗护,133,陈医生,新客户
2025-10-14,C00876,客户876,猫,洗护,134,刘医生,老客户
2025-10-14,C02087,客户2087,猫,绝育,317,李医生,新客户
2025-10-14,C01057,客户1057,狗,体检,151,刘医生,新客户
2025-10-14,C00788,客户788,其他,绝育,542,张医生,老客户
2025-10-14,C03809,客户3809,猫,体检,290,王医生,老客户
2025-10-14,C01935,客户1935,猫,疫苗,84,张医生,老客户
2025-10-14,C02018,客户2018,猫,疫苗,127,陈医生,老客户
2025-10-14,C02449,客户2449,猫,疫苗,133,陈医生,新客户
2025-10-14,C01743,客户1743,狗,疫苗,134,王医生,老客户
2025-10-14,C03154,客户3154,猫,疫苗,126,王医生,新客户
2025-10-14,C01041,客户1041,猫,疫苗,118,王医生,老客户
2025-10-14,C02159,客户2159,狗,疫苗,125,李医生,老客户
2025-10-14,C00829,客户829,猫,绝育,562,张医生,老客户
2025-10-14,C00847,客户847,狗,绝育,453,刘医生,老客户
2025-10-14,C00783,客户783,狗,看病,682,陈医生,老客户
2025-10-14,C00783,客户783,狗,疫苗,119,张医生,新客户
2025-10-14,C01734,客户1734,其他,看病,409,李医生,新客户
2025-10-14,C02445,客户2445,猫,体检,182,李医生,老客户
2025-10-14,C01505,客户1505,猫,疫苗,111,李医生,老客户
2025-10-14,C02403,客户2403,狗,疫苗,123,陈医生,老客户
2025-10-14,C00943,客户943,猫,疫苗,110,李医生,新客户
2025-10-14,C01348,客户1348,猫,绝育,446,刘医生,老客户
2025-10-14,C01871,客户1871,狗,绝育,531,李医生,新客户
2025-10-14,C02580,客户2580,猫,疫苗,118,李医生,新客户
2025-10-15,C00980,客户980,狗,看病,206,王医生,老客户
2025-10-15,C02357,客户2357,狗,看病,773,刘医生,新客户
2025-10-15,C03314,客户3314,其他,洗护,243,刘医生,老客户
2025-10-15,C01895,客户1895,猫,疫苗,121,王医生,新客户
2025-10-15,C02357,客户2357,猫,看病,573,张医生,新客户
2025-10-15,C01269,客户1269,猫,洗护,114,陈医生,老客户
2025-10-15,C01107,客户1107,狗,疫苗,118,张医生,新客户
2025-10-15,C01468,客户1468,狗,看病,559,李医生,老客户
2025-10-15,C01126,客户1126,猫,看病,736,李医生,老客户
2025-10-15,C00997,客户997,狗,疫苗,108,张医生,老客户
2025-10-15,C02201,客户2201,狗,绝育,503,刘医生,老客户
2025-10-15,C01461,客户1461,狗,看病,690,李医生,新客户
2025-10-15,C02684,客户2684,狗,体检,264,王医生,新客户
2025-10-15,C00730,客户730,猫,体检,335,刘医生,新客户
2025-10-15,C00712,客户712,狗,看病,345,王医生,老客户
2025-10-15,C00604,客户604,狗,绝育,481,刘医生,老客户
2025-10-15,C01939,客户1939,猫,体检,300,李医生,老客户
2025-10-15,C01265,客户1265,其他,疫苗,85,刘医生,老客户
2025-10-15,C01813,客户1813,猫,疫苗,94,张医生,老客户
2025-10-15,C02194,客户2194,狗,绝育,307,陈医生,新客户
2025-10-15,C01163,客户1163,猫,体检,293,王医生,老客户
2025-10-15,C01905,客户1905,猫,洗护,207,王医生,老客户
2025-10-15,C00729,客户729,猫,洗护,146,刘医生,老客户
2025-10-15,C03264,客户3264,狗,疫苗,145,张医生,老客户
2025-10-15,C01142,客户1142,猫,看病,215,李医生,老客户
2025-10-15,C00725,客户725,狗,绝育,304,李医生,老客户
2025-10-15,C02580,客户2580,其他,绝育,449,李医生,老客户
2025-10-15,C02237,客户2237,猫,疫苗,149,陈医生,老客户
2025-10-15,C01110,客户1110,猫,体检,167,李医生,老客户
2025-10-15,C02078,客户2078,猫,洗护,246,李医生,新客户
2025-10-15,C01234,客户1234,狗,看病,341,张医生,新客户
2025-10-15,C02322,客户2322,猫,洗护,211,李医生,老客户
2025-10-15,C01501,客户1501,猫,体检,185,张医生,老客户
2025-10-15,C01221,客户1221,狗,绝育,390,王医生,老客户
2025-10-15,C02511,客户2511,其他,疫苗,111,刘医生,新客户
2025-10-15,C02263,客户2263,猫,体检,202,刘医生,老客户
2025-10-15,C00978,客户978,狗,看病,592,李医生,老客户
2025-10-15,C02227,客户2227,猫,体检,221,刘医生,老客户
2025-10-15,C00781,客户781,狗,体检,293,张医生,新客户
2025-10-15,C00624,客户624,狗,绝育,503,张医生,老客户
2025-10-15,C02151,客户2151,狗,体检,217,王医生,新客户
2025-10-15,C02040,客户2040,猫,体检,309,陈医生,老客户
2025-10-15,C01843,客户1843,猫,看病,471,张医生,老客户
2025-10-15,C01049,客户1049,狗,洗护,223,王医生,老客户
2025-10-15,C02155,客户2155,狗,看病,451,李医生,老客户
2025-10-15,C01168,客户1168,狗,洗护,192,陈医生,老客户
2025-10-15,C01188,客户1188,狗,体检,266,刘医生,老客户
2025-10-15,C00745,客户745,其他,疫苗,146,李医生,老客户
2025-10-15,C02631,客户2631,狗,疫苗,80,张医生,新客户
2025-10-15,C02020,客户2020,狗,洗护,229,王医生,老客户
2025-10-15,C01325,客户1325,狗,疫苗,118,李医生,老客户
2025-10-15,C02046,客户2046,狗,看病,498,王医生,老客户
2025-10-15,C02606,客户2606,猫,看病,213,张医生,老客户
2025-10-15,C01340,客户1340,狗,疫苗,90,李医生,新客户
2025-10-15,C03047,客户3047,狗,体检,155,王医生,老客户
2025-10-15,C00631,客户631,狗,疫苗,110,王医生,老客户
2025-10-15,C02063,客户2063,猫,疫苗,120,刘医生,老客户
2025-10-15,C02118,客户2118,狗,体检,308,张医生,老客户
2025-10-15,C03040,客户3040,狗,疫苗,100,张医生,新客户
2025-10-15,C01332,客户1332,猫,洗护,183,刘医生,新客户
2025-10-15,C00969,客户969,其他,看病,474,刘医生,老客户
2025-10-15,C00965,客户965,狗,看病,417,张医生,老客户
2025-10-15,C02299,客户2299,猫,疫苗,146,王医生,新客户
2025-10-15,C02054,客户2054,猫,疫苗,131,刘医生,老客户
2025-10-15,C00960,客户960,狗,看病,491,李医生,新客户
2025-10-15,C01711,客户1711,猫,体检,284,王医生,老客户
2025-10-15,C00641,客户641,猫,绝育,329,刘医生,老客户
2025-10-15,C00959,客户959,猫,绝育,316,陈医生,新客户
2025-10-15,C01412,客户1412,猫,洗护,138,李医生,老客户
2025-10-15,C00627,客户627,狗,疫苗,94,张医生,老客户
2025-10-15,C00776,客户776,猫,绝育,535,李医生,老客户
2025-10-15,C01030,客户1030,猫,绝育,560,刘医生,老客户
2025-10-15,C02526,客户2526,狗,疫苗,134,李医生,老客户
2025-10-15,C01350,客户1350,其他,绝育,471,王医生,老客户
2025-10-15,C02698,客户2698,狗,看病,205,李医生,老客户
2025-10-15,C01351,客户1351,狗,洗护,199,张医生,老客户
2025-10-15,C01579,客户1579,猫,疫苗,100,王医生,老客户
2025-10-15,C01084,客户1084,狗,疫苗,81,刘医生,老客户
2025-10-15,C02207,客户2207,狗,绝育,582,王医生,新客户
2025-10-15,C01481,客户1481,猫,绝育,571,李医生,老客户
2025-10-15,C01986,客户1986,猫,疫苗,149,李医生,老客户
2025-10-15,C01428,客户1428,狗,绝育,339,张医生,老客户
2025-10-15,C01762,客户1762,猫,疫苗,117,李医生,老客户
2025-10-15,C02470,客户2470,猫,看病,345,陈医生,新客户
2025-10-15,C01777,客户1777,狗,绝育,593,张医生,老客户
2025-10-15,C00693,客户693,猫,疫苗,96,刘医生,老客户
2025-10-15,C02466,客户2466,其他,疫苗,121,刘医生,老客户
2025-10-15,C01974,客户1974,狗,疫苗,103,李医生,老客户
2025-10-15,C00884,客户884,猫,绝育,537,刘医生,新客户
2025-10-15,C01274,客户1274,猫,绝育,562,李医生,新客户
2025-10-15,C01835,客户1835,狗,看病,600,陈医生,新客户
2025-10-15,C01083,客户1083,狗,看病,451,陈医生,新客户
2025-10-15,C02922,客户2922,猫,疫苗,117,王医生,新客户
2025-10-15,C01423,客户1423,猫,看病,744,张医生,新客户
2025-10-15,C01999,客户1999,猫,疫苗,139,刘医生,新客户
2025-10-15,C00741,客户741,其他,绝育,594,张医生,老客户
2025-10-15,C02481,客户2481,猫,疫苗,103,李医生,新客户
2025-10-15,C02582,客户2582,狗,疫苗,125,张医生,新客户
2025-10-15,C03722,客户3722,猫,绝育,347,王医生,新客户
2025-10-15,C01078,客户1078,狗,看病,349,王医生,老客户
2025-10-15,C01224,客户1224,狗,洗护,183,李医生,老客户
2025-10-15,C01489,客户1489,猫,看病,580,刘医生,老客户
2025-10-15,C01994,客户1994,猫,绝育,597,李医生,老客户
2025-10-15,C01570,客户1570,猫,疫苗,115,陈医生,老客户
2025-10-16,C02976,客户2976,狗,看病,521,张医生,新客户
2025-10-16,C01402,客户1402,狗,看病,734,王医生,老客户
2025-10-16,C00805,客户805,狗,洗护,118,王医生,老客户
2025-10-16,C00830,客户830,猫,洗护,215,李医生,新客户
2025-10-16,C01207,客户1207,猫,绝育,566,张医生,新客户
2025-10-16,C00805,客户805,狗,绝育,306,李医生,老客户
2025-10-16,C01153,客户1153,猫,洗护,176,张医生,老客户
2025-10-16,C03042,客户3042,狗,疫苗,109,刘医生,老客户
2025-10-16,C00812,客户812,狗,体检,350,陈医生,老客户
2025-10-16,C02390,客户2390,其他,看病,437,张医生,新客户
2025-10-16,C01618,客户1618,狗,体检,236,李医生,老客户
2025-10-16,C02996,客户2996,猫,看病,427,王医生,老客户
2025-10-16,C01852,客户1852,狗,体检,208,王医生,新客户
2025-10-16,C01225,客户1225,猫,洗护,163,王医生,老客户
2025-10-16,C00826,客户826,狗,洗护,133,张医生,老客户
2025-10-16,C01218,客户1218,狗,体检,213,王医生,新客户
2025-10-16,C02376,客户2376,狗,疫苗,112,刘医生,老客户
2025-10-16,C01199,客户1199,狗,洗护,169,刘医生,新客户
2025-10-16,C01178,客户1178,狗,体检,350,李医生,老客户
2025-10-16,C01881,客户1881,狗,看病,227,陈医生,新客户
2025-10-16,C00817,客户817,猫,疫苗,118,李医生,新客户
2025-10-16,C01163,客户1163,猫,体检,323,张医生,老客户
2025-10-16,C01220,客户1220,狗,疫苗,118,王医生,新客户
2025-10-16,C00819,客户819,猫,疫苗,108,陈医生,老客户
2025-10-16,C01196,客户1196,猫,疫苗,143,王医生,新客户
2025-10-16,C00818,客户818,其他,体检,271,李医生,新客户
2025-10-16,C01628,客户1628,其他,绝育,390,刘医生,老客户
2025-10-16,C02558,客户2558,猫,疫苗,143,李医生,新客户
2025-10-16,C02064,客户2064,狗,疫苗,95,王医生,老客户
2025-10-16,C02254,客户2254,猫,体检,162,刘医生,老客户
2025-10-16,C00932,客户932,其他,疫苗,127,李医生,老客户
2025-10-16,C01058,客户1058,狗,绝育,551,张医生,老客户
2025-10-16,C01058,客户1058,猫,疫苗,142,王医生,老客户
2025-10-16,C01497,客户1497,狗,看病,665,陈医生,新客户
2025-10-16,C02020,客户2020,狗,看病,716,李医生,老客户
2025-10-16,C00978,客户978,猫,看病,642,王医生,老客户
2025-10-16,C03750,客户3750,猫,疫苗,132,李医生,老客户
2025-10-16,C02638,客户2638,猫,绝育,301,李医生,老客户
2025-10-16,C00914,客户914,狗,体检,316,李医生,新客户
2025-10-16,C02641,客户2641,猫,疫苗,108,王医生,老客户
2025-10-16,C01355,客户1355,狗,洗护,134,刘医生,老客户
2025-10-16,C01076,客户1076,狗,绝育,442,王医生,老客户
2025-10-16,C02431,客户2431,猫,疫苗,112,张医生,新客户
2025-10-16,C02476,客户2476,狗,疫苗,140,陈医生,老客户
2025-10-16,C01086,客户1086,狗,洗护,210,陈医生,老客户
2025-10-16,C00683,客户683,狗,看病,298,刘医生,老客户
2025-10-16,C00615,客户615,猫,洗护,167,李医生,老客户
2025-10-16,C00899,客户899,猫,疫苗,113,王医生,老客户
2025-10-16,C03633,客户3633,狗,疫苗,133,王医生,老客户
2025-10-16,C00934,客户934,猫,绝育,425,张医生,新客户
2025-10-16,C01739,客户1739,猫,体检,192,李医生,老客户
2025-10-16,C02627,客户2627,狗,疫苗,136,张医生,新客户
2025-10-16,C02499,客户2499,猫,绝育,517,王医生,老客户
2025-10-16,C02537,客户2537,猫,绝育,454,李医生,新客户
2025-10-16,C00969,客户969,猫,绝育,326,王医生,老客户
2025-10-16,C01521,客户1521,狗,疫苗,123,王医生,新客户
2025-10-16,C02527,客户2527,狗,洗护,171,王医生,老客户
2025-10-16,C00640,客户640,猫,看病,288,王医生,老客户
2025-10-16,C02052,客户2052,猫,看病,759,王医生,老客户
2025-10-16,C02603,客户2603,猫,体检,307,李医生,老客户
2025-10-16,C02605,客户2605,狗,洗护,109,李医生,老客户
2025-10-16,C02523,客户2523,狗,看病,425,刘医生,老客户
2025-10-16,C00894,客户894,猫,体检,222,张医生,新客户
2025-10-16,C02048,客户2048,狗,体检,191,李医生,新客户
2025-10-16,C02286,客户2286,狗,绝育,529,陈医生,老客户
2025-10-16,C01557,客户1557,猫,疫苗,114,王医生,老客户
2025-10-16,C02068,客户2068,狗,绝育,334,王医生,老客户
2025-10-16,C02149,客户2149,猫,看病,357,李医生,新客户
2025-10-16,C01730,客户1730,狗,疫苗,115,王医生,老客户
2025-10-16,C02624,客户2624,猫,体检,174,王医生,老客户
2025-10-16,C01563,客户1563,狗,疫苗,105,李医生,老客户
2025-10-16,C02155,客户2155,狗,看病,210,陈医生,新客户
2025-10-16,C02566,客户2566,猫,疫苗,84,张医生,老客户
2025-10-16,C01515,客户1515,狗,疫苗,113,李医生,老客户
2025-10-16,C01987,客户1987,狗,体检,319,张医生,老客户
2025-10-16,C01633,客户1633,猫,绝育,426,李医生,老客户
2025-10-16,C00685,客户685,狗,疫苗,127,陈医生,老客户
2025-10-16,C00839,客户839,猫,看病,777,陈医生,老客户
2025-10-16,C01385,客户1385,猫,看病,391,刘医生,老客户
2025-10-16,C02454,客户2454,狗,疫苗,93,王医生,老客户
2025-10-16,C00867,客户867,狗,疫苗,84,李医生,老客户
2025-10-16,C01941,客户1941,狗,疫苗,126,陈医生,老客户
2025-10-16,C01116,客户1116,狗,洗护,206,王医生,老客户
2025-10-16,C02237,客户2237,其他,看病,706,张医生,老客户
2025-10-16,C01122,客户1122,狗,洗护,119,张医生,新客户
2025-10-16,C01481,客户1481,猫,看病,312,张医生,老客户
2025-10-16,C03437,客户3437,其他,疫苗,98,张医生,老客户
2025-10-16,C01933,客户1933,猫,洗护,250,陈医生,新客户
2025-10-16,C02243,客户2243,猫,疫苗,84,刘医生,老客户
2025-10-16,C00727,客户727,狗,疫苗,147,张医生,老客户
2025-10-16,C02437,客户2437,狗,看病,362,刘医生,老客户
2025-10-16,C01924,客户1924,狗,疫苗,119,王医生,老客户
2025-10-16,C01131,客户1131,猫,洗护,235,陈医生,老客户
2025-10-16,C01382,客户1382,其他,疫苗,88,张医生,新客户
2025-10-16,C01947,客户1947,猫,看病,793,王医生,新客户
2025-10-16,C00984,客户984,猫,疫苗,137,张医生,老客户
2025-10-16,C01250,客户1250,狗,看病,442,张医生,老客户
2025-10-16,C01471,客户1471,猫,看病,786,李医生,老客户
2025-10-16,C01441,客户1441,狗,看病,485,王医生,新客户
2025-10-16,C02321,客户2321,狗,看病,458,张医生,老客户
2025-10-16,C01972,客户1972,狗,绝育,340,李医生,老客户
2025-10-16,C01468,客户1468,猫,疫苗,119,张医生,老客户
2025-10-16,C01659,客户1659,狗,洗护,197,刘医生,老客户
2025-10-16,C01285,客户1285,猫,绝育,363,张医生,老客户
2025-10-16,C01369,客户1369,猫,绝育,421,李医生,老客户
2025-10-16,C02436,客户2436,猫,疫苗,115,张医生,新客户
2025-10-16,C02183,客户2183,狗,疫苗,101,王医生,新客户
2025-10-16,C01788,客户1788,猫,疫苗,135,张医生,新客户
2025-10-16,C02652,客户2652,狗,疫苗,137,李医生,老客户
2025-10-16,C02333,客户2333,猫,绝育,346,李医生,老客户
2025-10-16,C01959,客户1959,猫,体检,247,刘医生,老客户
2025-10-16,C00873,客户873,狗,疫苗,113,王医生,新客户
2025-10-17,C02273,客户2273,狗,体检,185,王医生,老客户
2025-10-17,C00633,客户633,狗,绝育,571,李医生,老客户
2025-10-17,C02222,客户2222,狗,疫苗,145,陈医生,老客户
2025-10-17,C00752,客户752,猫,洗护,233,张医生,老客户
2025-10-17,C01335,客户1335,猫,看病,213,李医生,老客户
2025-10-17,C01847,客户1847,猫,疫苗,135,李医生,老客户
2025-10-17,C02281,客户2281,狗,疫苗,140,李医生,老客户
2025-10-17,C01337,客户1337,猫,看病,428,陈医生,老客户
2025-10-17,C03308,客户3308,猫,体检,277,李医生,老客户
2025-10-17,C00645,客户645,猫,洗护,113,陈医生,老客户
2025-10-17,C02355,客户2355,猫,看病,613,陈医生,老客户
2025-10-17,C02089,客户2089,猫,绝育,519,张医生,新客户
2025-10-17,C01255,客户1255,猫,看病,411,李医生,老客户
